MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20231003,01027,Clay County,AL,58.84,41.16,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01027,Clay County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01027,Clay County,AL,89.45,10.55,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01029,Cleburne County,AL,0.00,100.00,100.00,5.17,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01029,Cleburne County,AL,0.00,100.00,100.00,2.66,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01029,Cleburne County,AL,0.00,100.00,100.00,0.39,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01029,Cleburne County,AL,0.00,100.00,60.03,0.14,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01029,Cleburne County,AL,0.00,100.00,0.17,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01029,Cleburne County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01029,Cleburne County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01029,Cleburne County,AL,3.56,96.44,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01031,Coffee County,AL,0.00,100.00,100.00,100.00,47.56,0.00,2023-11-14,2023-11-20,1
20231107,01031,Coffee County,AL,0.00,100.00,100.00,100.00,51.24,0.00,2023-11-07,2023-11-13,1
20231031,01031,Coffee County,AL,0.00,100.00,100.00,94.22,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01031,Coffee County,AL,0.00,100.00,100.00,50.07,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01031,Coffee County,AL,0.00,100.00,100.00,35.11,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01031,Coffee County,AL,0.00,100.00,100.00,35.44,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01031,Coffee County,AL,0.00,100.00,100.00,30.70,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01031,Coffee County,AL,0.00,100.00,94.66,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01031,Coffee County,AL,0.00,100.00,93.06,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01031,Coffee County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01031,Coffee County,AL,54.13,45.87,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01031,Coffee County,AL,46.30,53.70,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01031,Coffee County,AL,45.87,54.13,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01031,Coffee County,AL,44.43,55.57,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01031,Coffee County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01031,Coffee County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01033,Colbert County,AL,0.00,100.00,100.00,100.00,100.00,77.41,2023-11-14,2023-11-20,1
20231107,01033,Colbert County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-07,2023-11-13,1
20231031,01033,Colbert County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-10-31,2023-11-06,1
20231024,01033,Colbert County,AL,0.00,100.00,100.00,100.00,23.34,0.00,2023-10-24,2023-10-30,1
20231017,01033,Colbert County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01033,Colbert County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01033,Colbert County,AL,0.00,100.00,96.28,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01033,Colbert County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01033,Colbert County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01033,Colbert County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01033,Colbert County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01033,Colbert County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01033,Colbert County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01033,Colbert County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01033,Colbert County,AL,55.34,44.66,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01033,Colbert County,AL,33.85,66.15,44.66,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01035,Conecuh County,AL,0.00,100.00,100.00,100.00,97.55,0.00,2023-11-14,2023-11-20,1
20231107,01035,Conecuh County,AL,0.00,100.00,100.00,100.00,97.55,0.00,2023-11-07,2023-11-13,1
20231031,01035,Conecuh County,AL,0.00,100.00,100.00,100.00,97.55,0.00,2023-10-31,2023-11-06,1
20231024,01035,Conecuh County,AL,0.00,100.00,100.00,100.00,73.97,0.00,2023-10-24,2023-10-30,1
20231017,01035,Conecuh County,AL,0.00,100.00,100.00,100.00,52.34,0.00,2023-10-17,2023-10-23,1
20231010,01035,Conecuh County,AL,0.00,100.00,100.00,100.00,52.34,0.00,2023-10-10,2023-10-16,1
20231003,01035,Conecuh County,AL,0.00,100.00,100.00,92.59,52.47,0.00,2023-10-03,2023-10-09,1
20230926,01035,Conecuh County,AL,0.00,100.00,100.00,88.29,16.42,0.00,2023-09-26,2023-10-02,1
20230919,01035,Conecuh County,AL,0.00,100.00,100.00,37.39,16.42,0.00,2023-09-19,2023-09-25,1
20230912,01035,Conecuh County,AL,0.00,100.00,53.85,37.39,16.42,0.00,2023-09-12,2023-09-18,1
20230905,01035,Conecuh County,AL,27.35,72.65,47.22,30.58,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01035,Conecuh County,AL,31.24,68.76,46.44,30.58,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01035,Conecuh County,AL,32.07,67.93,39.05,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01035,Conecuh County,AL,41.49,58.51,6.68,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01035,Conecuh County,AL,52.99,47.01,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01035,Conecuh County,AL,52.99,47.01,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01037,Coosa County,AL,0.00,100.00,100.00,42.36,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01037,Coosa County,AL,0.00,100.00,100.00,42.36,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01037,Coosa County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01037,Coosa County,AL,0.00,100.00,44.39,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01037,Coosa County,AL,0.00,100.00,9.17,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01037,Coosa County,AL,0.00,100.00,8.82,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01037,Coosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01037,Coosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01039,Covington County,AL,0.00,100.00,100.00,100.00,85.84,0.00,2023-11-14,2023-11-20,1
20231107,01039,Covington County,AL,0.00,100.00,100.00,100.00,85.85,0.00,2023-11-07,2023-11-13,1
20231031,01039,Covington County,AL,0.00,100.00,100.00,100.00,51.71,0.00,2023-10-31,2023-11-06,1
20231024,01039,Covington County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01039,Covington County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01039,Covington County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01039,Covington County,AL,0.00,100.00,100.00,99.79,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01039,Covington County,AL,0.00,100.00,100.00,51.07,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01039,Covington County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01039,Covington County,AL,0.00,100.00,0.34,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01039,Covington County,AL,38.89,61.11,0.34,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01039,Covington County,AL,44.98,55.02,0.13,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01039,Covington County,AL,44.80,55.20,0.02,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01039,Covington County,AL,44.78,55.22,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01039,Covington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01039,Covington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01041,Crenshaw County,AL,0.00,100.00,100.00,97.04,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01041,Crenshaw County,AL,0.00,100.00,100.00,97.04,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01041,Crenshaw County,AL,0.00,100.00,100.00,60.22,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01041,Crenshaw County,AL,0.00,100.00,100.00,35.63,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01041,Crenshaw County,AL,0.00,100.00,100.00,15.35,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01041,Crenshaw County,AL,0.00,100.00,100.00,15.35,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01041,Crenshaw County,AL,0.00,100.00,89.70,7.56,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01041,Crenshaw County,AL,0.00,100.00,32.70,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01041,Crenshaw County,AL,0.00,100.00,32.70,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01041,Crenshaw County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01041,Crenshaw County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01041,Crenshaw County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01041,Crenshaw County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01041,Crenshaw County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01041,Crenshaw County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01041,Crenshaw County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01043,Cullman County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-14,2023-11-20,1
20231107,01043,Cullman County,AL,0.00,100.00,100.00,100.00,95.30,0.00,2023-11-07,2023-11-13,1
20231031,01043,Cullman County,AL,0.00,100.00,100.00,100.00,95.26,0.00,2023-10-31,2023-11-06,1
20231024,01043,Cullman County,AL,0.00,100.00,100.00,100.00,1.44,0.00,2023-10-24,2023-10-30,1
20231017,01043,Cullman County,AL,0.00,100.00,100.00,91.38,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01043,Cullman County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01043,Cullman County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01043,Cullman County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01043,Cullman County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01043,Cullman County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01045,Dale County,AL,0.00,100.00,100.00,100.00,35.76,0.00,2023-11-14,2023-11-20,1
20231107,01045,Dale County,AL,0.00,100.00,100.00,100.00,40.42,0.00,2023-11-07,2023-11-13,1
20231031,01045,Dale County,AL,0.00,100.00,100.00,46.42,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01045,Dale County,AL,0.00,100.00,100.00,11.23,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01045,Dale County,AL,0.00,100.00,100.00,0.02,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01045,Dale County,AL,0.00,100.00,100.00,0.02,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01045,Dale County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01045,Dale County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01045,Dale County,AL,0.00,100.00,73.87,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01045,Dale County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01045,Dale County,AL,69.93,30.07,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01045,Dale County,AL,36.55,63.45,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01045,Dale County,AL,36.47,63.53,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01045,Dale County,AL,36.21,63.79,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01045,Dale County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01045,Dale County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01047,Dallas County,AL,0.00,100.00,100.00,14.21,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01047,Dallas County,AL,0.00,100.00,100.00,14.36,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01047,Dallas County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01047,Dallas County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01047,Dallas County,AL,0.00,100.00,100.00,6.34,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01047,Dallas County,AL,0.00,100.00,100.00,92.08,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01047,Dallas County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01047,Dallas County,AL,0.00,100.00,0.13,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01047,Dallas County,AL,0.00,100.00,0.13,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01047,Dallas County,AL,28.34,71.66,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01047,Dallas County,AL,28.48,71.52,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01047,Dallas County,AL,0.04,99.96,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01047,Dallas County,AL,0.05,99.95,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01047,Dallas County,AL,75.54,24.46,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01047,Dallas County,AL,75.54,24.46,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01047,Dallas County,AL,75.54,24.46,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01049,DeKalb County,AL,0.00,100.00,100.00,100.00,100.00,41.96,2023-11-14,2023-11-20,1
20231107,01049,DeKalb County,AL,0.00,100.00,100.00,100.00,59.80,33.26,2023-11-07,2023-11-13,1
20231031,01049,DeKalb County,AL,0.00,100.00,100.00,100.00,59.80,0.00,2023-10-31,2023-11-06,1
20231024,01049,DeKalb County,AL,0.00,100.00,100.00,100.00,48.55,0.00,2023-10-24,2023-10-30,1
20231017,01049,DeKalb County,AL,0.00,100.00,100.00,96.97,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01049,DeKalb County,AL,0.00,100.00,97.03,41.92,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01049,DeKalb County,AL,0.00,100.00,96.08,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01049,DeKalb County,AL,2.52,97.48,50.39,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01049,DeKalb County,AL,38.90,61.10,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01049,DeKalb County,AL,99.81,0.19,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01049,DeKalb County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01049,DeKalb County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01049,DeKalb County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01049,DeKalb County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01049,DeKalb County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01049,DeKalb County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01051,Elmore County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01051,Elmore County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01051,Elmore County,AL,0.00,100.00,80.22,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01051,Elmore County,AL,0.00,100.00,28.84,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01051,Elmore County,AL,0.00,100.00,22.29,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01051,Elmore County,AL,0.00,100.00,22.29,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01051,Elmore County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01051,Elmore County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01053,Escambia County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-14,2023-11-20,1
20231107,01053,Escambia County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-07,2023-11-13,1
20231031,01053,Escambia County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-10-31,2023-11-06,1
20231024,01053,Escambia County,AL,0.00,100.00,100.00,100.00,68.72,0.00,2023-10-24,2023-10-30,1
20231017,01053,Escambia County,AL,0.00,100.00,100.00,100.00,68.72,0.00,2023-10-17,2023-10-23,1
20231010,01053,Escambia County,AL,0.00,100.00,100.00,100.00,68.72,0.00,2023-10-10,2023-10-16,1
20231003,01053,Escambia County,AL,0.00,100.00,100.00,100.00,69.89,0.00,2023-10-03,2023-10-09,1
20230926,01053,Escambia County,AL,0.00,100.00,100.00,100.00,16.73,0.00,2023-09-26,2023-10-02,1
20230919,01053,Escambia County,AL,0.00,100.00,100.00,47.93,16.73,0.00,2023-09-19,2023-09-25,1
20230912,01053,Escambia County,AL,0.00,100.00,75.01,47.93,16.73,0.00,2023-09-12,2023-09-18,1
20230905,01053,Escambia County,AL,0.00,100.00,75.01,29.43,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01053,Escambia County,AL,0.00,100.00,73.97,29.43,0.00,0.00,2023-08-29,2023-09-04,1
