MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20230912,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01107,Pickens County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01109,Pike County,AL,0.00,100.00,100.00,78.29,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01109,Pike County,AL,0.00,100.00,100.00,75.11,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01109,Pike County,AL,0.00,100.00,100.00,6.17,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01109,Pike County,AL,0.00,100.00,100.00,0.02,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01109,Pike County,AL,0.00,100.00,99.63,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01109,Pike County,AL,0.00,100.00,99.63,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01109,Pike County,AL,0.00,100.00,87.17,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01109,Pike County,AL,0.00,100.00,1.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01109,Pike County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01109,Pike County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01109,Pike County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01109,Pike County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01109,Pike County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01109,Pike County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01109,Pike County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01109,Pike County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01111,Randolph County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01111,Randolph County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01111,Randolph County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01111,Randolph County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01111,Randolph County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01111,Randolph County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01111,Randolph County,AL,72.08,27.92,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01111,Randolph County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01111,Randolph County,AL,93.73,6.27,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01111,Randolph County,AL,4.44,95.56,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01113,Russell County,AL,0.00,100.00,76.98,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01113,Russell County,AL,0.00,100.00,76.98,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01113,Russell County,AL,0.00,100.00,37.08,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01113,Russell County,AL,0.00,100.00,39.13,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01113,Russell County,AL,0.72,99.28,35.10,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01113,Russell County,AL,0.00,100.00,60.01,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01113,Russell County,AL,0.00,100.00,60.83,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01113,Russell County,AL,0.00,100.00,3.36,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01113,Russell County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01113,Russell County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01113,Russell County,AL,94.36,5.64,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01113,Russell County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01113,Russell County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01113,Russell County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01113,Russell County,AL,15.56,84.44,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01113,Russell County,AL,14.96,85.04,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01115,Saint Clair County,AL,0.00,100.00,100.00,100.00,98.34,0.00,2023-11-14,2023-11-20,1
20231107,01115,Saint Clair County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01115,Saint Clair County,AL,0.00,100.00,100.00,78.03,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01115,Saint Clair County,AL,0.00,100.00,100.00,73.59,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01115,Saint Clair County,AL,0.00,100.00,94.54,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01115,Saint Clair County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01115,Saint Clair County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01115,Saint Clair County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01117,Shelby County,AL,0.00,100.00,100.00,100.00,85.76,0.00,2023-11-14,2023-11-20,1
20231107,01117,Shelby County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01117,Shelby County,AL,0.00,100.00,100.00,77.24,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01117,Shelby County,AL,0.00,100.00,100.00,25.61,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01117,Shelby County,AL,0.00,100.00,96.05,21.14,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01117,Shelby County,AL,0.00,100.00,44.16,20.75,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01117,Shelby County,AL,0.00,100.00,41.57,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01117,Shelby County,AL,58.43,41.57,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01117,Shelby County,AL,58.43,41.57,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01117,Shelby County,AL,87.34,12.66,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01117,Shelby County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01117,Shelby County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01117,Shelby County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01117,Shelby County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01117,Shelby County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01117,Shelby County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01119,Sumter County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01119,Sumter County,AL,0.00,100.00,100.00,99.38,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01119,Sumter County,AL,0.00,100.00,100.00,2.66,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01119,Sumter County,AL,0.00,100.00,100.00,2.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01119,Sumter County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01119,Sumter County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01119,Sumter County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01119,Sumter County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01119,Sumter County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01119,Sumter County,AL,41.39,58.61,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01119,Sumter County,AL,41.39,58.61,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01119,Sumter County,AL,57.13,42.87,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01119,Sumter County,AL,83.85,16.15,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01119,Sumter County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01119,Sumter County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01119,Sumter County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01121,Talladega County,AL,0.00,100.00,100.00,97.71,2.25,0.00,2023-11-14,2023-11-20,1
20231107,01121,Talladega County,AL,0.00,100.00,100.00,97.71,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01121,Talladega County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01121,Talladega County,AL,0.00,100.00,99.77,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01121,Talladega County,AL,0.00,100.00,0.87,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01121,Talladega County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01121,Talladega County,AL,11.30,88.70,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01121,Talladega County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01123,Tallapoosa County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01123,Tallapoosa County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01123,Tallapoosa County,AL,0.00,100.00,91.52,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01123,Tallapoosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01123,Tallapoosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01123,Tallapoosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01123,Tallapoosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01123,Tallapoosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01125,Tuscaloosa County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-14,2023-11-20,1
20231107,01125,Tuscaloosa County,AL,0.00,100.00,100.00,100.00,38.78,0.00,2023-11-07,2023-11-13,1
20231031,01125,Tuscaloosa County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01125,Tuscaloosa County,AL,0.00,100.00,100.00,94.17,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01125,Tuscaloosa County,AL,0.00,100.00,100.00,11.27,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01125,Tuscaloosa County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01125,Tuscaloosa County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01125,Tuscaloosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01125,Tuscaloosa County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01125,Tuscaloosa County,AL,87.16,12.84,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01125,Tuscaloosa County,AL,91.24,8.76,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01125,Tuscaloosa County,AL,82.67,17.33,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01125,Tuscaloosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01125,Tuscaloosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01125,Tuscaloosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01125,Tuscaloosa County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01127,Walker County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-14,2023-11-20,1
20231107,01127,Walker County,AL,0.00,100.00,100.00,100.00,95.16,0.00,2023-11-07,2023-11-13,1
20231031,01127,Walker County,AL,0.00,100.00,100.00,100.00,11.99,0.00,2023-10-31,2023-11-06,1
20231024,01127,Walker County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01127,Walker County,AL,0.00,100.00,100.00,97.86,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01127,Walker County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01127,Walker County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01127,Walker County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01127,Walker County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01127,Walker County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01129,Washington County,AL,0.00,100.00,100.00,100.00,19.21,0.00,2023-11-14,2023-11-20,1
20231107,01129,Washington County,AL,0.00,100.00,100.00,100.00,19.21,0.00,2023-11-07,2023-11-13,1
20231031,01129,Washington County,AL,0.00,100.00,100.00,52.17,19.21,0.00,2023-10-31,2023-11-06,1
20231024,01129,Washington County,AL,0.00,100.00,100.00,52.98,18.44,0.00,2023-10-24,2023-10-30,1
20231017,01129,Washington County,AL,0.00,100.00,100.00,52.98,5.52,0.00,2023-10-17,2023-10-23,1
20231010,01129,Washington County,AL,0.00,100.00,100.00,100.00,5.52,0.00,2023-10-10,2023-10-16,1
20231003,01129,Washington County,AL,0.00,100.00,100.00,100.00,4.79,0.00,2023-10-03,2023-10-09,1
20230926,01129,Washington County,AL,0.00,100.00,100.00,100.00,0.29,0.00,2023-09-26,2023-10-02,1
20230919,01129,Washington County,AL,0.00,100.00,100.00,100.00,0.29,0.00,2023-09-19,2023-09-25,1
20230912,01129,Washington County,AL,0.00,100.00,100.00,10.64,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01129,Washington County,AL,0.00,100.00,71.09,5.59,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01129,Washington County,AL,0.00,100.00,100.00,5.59,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01129,Washington County,AL,0.00,100.00,14.64,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01129,Washington County,AL,77.82,22.18,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01129,Washington County,AL,98.21,1.79,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01131,Wilcox County,AL,0.00,100.00,100.00,98.06,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01131,Wilcox County,AL,0.00,100.00,100.00,90.17,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01131,Wilcox County,AL,0.00,100.00,100.00,41.62,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01131,Wilcox County,AL,0.00,100.00,100.00,43.01,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01131,Wilcox County,AL,0.00,100.00,100.00,7.40,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01131,Wilcox County,AL,0.00,100.00,100.00,95.72,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01131,Wilcox County,AL,0.00,100.00,100.00,0.01,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01131,Wilcox County,AL,0.00,100.00,41.79,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01131,Wilcox County,AL,0.00,100.00,41.79,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01131,Wilcox County,AL,19.33,80.67,26.99,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01131,Wilcox County,AL,26.25,73.75,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01131,Wilcox County,AL,5.00,95.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01131,Wilcox County,AL,5.42,94.58,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01131,Wilcox County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01131,Wilcox County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01131,Wilcox County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01133,Winston County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-14,2023-11-20,1
20231107,01133,Winston County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-07,2023-11-13,1
20231031,01133,Winston County,AL,0.00,100.00,100.00,100.00,99.84,0.00,2023-10-31,2023-11-06,1
20231024,01133,Winston County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01133,Winston County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01133,Winston County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01133,Winston County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01133,Winston County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01133,Winston County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01133,Winston County,AL,86.23,13.77,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
